Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,1992,1992,tonnes,36162.000000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,1993,1993,tonnes,36162.000000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,1994,1994,tonnes,36162.000000,A
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,1995,1995,tonnes,25219.000000,A
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,1996,1996,tonnes,30400.000000,X
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,1997,1997,tonnes,28100.000000,X
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,1998,1998,tonnes,25200.000000,X
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,1999,1999,tonnes,25000.000000,X
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2000,2000,tonnes,19200.000000,X
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2001,2001,tonnes,12600.000000,X
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2002,2002,tonnes,8969.000000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2003,2003,tonnes,12030.000000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2004,2004,tonnes,15030.000000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2005,2005,tonnes,18092.000000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2006,2006,tonnes,17074.000000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2007,2007,tonnes,18897.000000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2008,2008,tonnes,15677.000000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2009,2009,tonnes,17412.000000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2010,2010,tonnes,19444.000000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2011,2011,tonnes,18143.000000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2012,2012,tonnes,16738.800000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2013,2013,tonnes,19314.110000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2014,2014,tonnes,20428.620000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2015,2015,tonnes,19644.760000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2016,2016,tonnes,22523.970000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2017,2017,tonnes,20996.660000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7275,Cropland nutrient flow,2018,2018,tonnes,17914.000000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,1992,1992,kg/ha,54.625400,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,1993,1993,kg/ha,54.543000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,1994,1994,kg/ha,54.708000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,1995,1995,kg/ha,38.443600,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,1996,1996,kg/ha,46.200600,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,1997,1997,kg/ha,43.431200,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,1998,1998,kg/ha,39.685000,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,1999,1999,kg/ha,39.494500,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2000,2000,kg/ha,32.053400,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2001,2001,kg/ha,20.588200,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2002,2002,kg/ha,16.517500,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2003,2003,kg/ha,23.359200,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2004,2004,kg/ha,29.528500,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2005,2005,kg/ha,37.149900,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2006,2006,kg/ha,35.794500,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2007,2007,kg/ha,40.464700,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2008,2008,kg/ha,34.080400,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2009,2009,kg/ha,38.268100,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2010,2010,kg/ha,43.305100,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2011,2011,kg/ha,40.407600,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2012,2012,kg/ha,37.197300,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2013,2013,kg/ha,42.920200,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2014,2014,kg/ha,45.396900,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2015,2015,kg/ha,43.365900,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2016,2016,kg/ha,49.394700,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2017,2017,kg/ha,45.944600,E
154,'807,North Macedonia,5061,Synthetic Fertilizers,7276,Cropland nutrient flow per unit area,2018,2018,kg/ha,39.028300,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,1992,1992,tonnes,18481.726800,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,1993,1993,tonnes,18822.663800,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,1994,1994,tonnes,18945.395600,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,1995,1995,tonnes,18854.027100,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,1996,1996,tonnes,18094.967800,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,1997,1997,tonnes,18015.926900,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,1998,1998,tonnes,16865.681200,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,1999,1999,tonnes,15705.530800,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2000,2000,tonnes,16066.039500,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2001,2001,tonnes,15612.015400,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2002,2002,tonnes,15136.493400,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2003,2003,tonnes,14668.067700,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2004,2004,tonnes,14897.946500,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2005,2005,tonnes,14318.483400,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2006,2006,tonnes,14695.855700,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2007,2007,tonnes,15377.666300,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2008,2008,tonnes,15138.958100,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2009,2009,tonnes,14119.478700,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2010,2010,tonnes,14559.794900,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2011,2011,tonnes,14895.579700,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2012,2012,tonnes,13881.544100,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2013,2013,tonnes,13777.352100,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2014,2014,tonnes,13829.261500,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2015,2015,tonnes,14310.227800,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2016,2016,tonnes,14563.596000,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2017,2017,tonnes,14737.642100,E
154,'807,North Macedonia,5062,Manure applied to Soils,7275,Cropland nutrient flow,2018,2018,tonnes,14513.726600,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,1992,1992,kg/ha,27.918000,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,1993,1993,kg/ha,28.390100,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,1994,1994,kg/ha,28.661700,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,1995,1995,kg/ha,28.740900,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,1996,1996,kg/ha,27.500000,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,1997,1997,kg/ha,27.845300,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,1998,1998,kg/ha,26.560100,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,1999,1999,kg/ha,24.811300,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2000,2000,kg/ha,26.821400,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2001,2001,kg/ha,25.509800,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2002,2002,kg/ha,27.875700,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2003,2003,kg/ha,28.481700,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2004,2004,kg/ha,29.269100,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2005,2005,kg/ha,29.401400,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2006,2006,kg/ha,30.808900,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2007,2007,kg/ha,32.928600,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2008,2008,kg/ha,32.910800,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2009,2009,kg/ha,31.031800,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2010,2010,kg/ha,32.427200,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2011,2011,kg/ha,33.175000,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2012,2012,kg/ha,30.847900,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2013,2013,kg/ha,30.616300,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2014,2014,kg/ha,30.731700,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2015,2015,kg/ha,31.589900,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2016,2016,kg/ha,31.937700,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2017,2017,kg/ha,32.248700,E
154,'807,North Macedonia,5062,Manure applied to Soils,7276,Cropland nutrient flow per unit area,2018,2018,kg/ha,31.620300,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,1992,1992,tonnes,5176.575200,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,1993,1993,tonnes,5231.268900,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,1994,1994,tonnes,5268.103900,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,1995,1995,tonnes,5279.816000,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,1996,1996,tonnes,5349.737400,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,1997,1997,tonnes,5315.428500,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,1998,1998,tonnes,5266.880500,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,1999,1999,tonnes,5295.488100,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2000,2000,tonnes,5062.089100,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2001,2001,tonnes,5147.899200,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2002,2002,tonnes,4542.792300,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2003,2003,tonnes,4289.229000,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2004,2004,tonnes,4218.388400,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2005,2005,tonnes,4016.483800,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2006,2006,tonnes,3916.074600,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2007,2007,tonnes,3811.327100,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2008,2008,tonnes,3736.212000,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2009,2009,tonnes,3675.353500,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2010,2010,tonnes,3604.392400,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2011,2011,tonnes,3588.318200,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2012,2012,tonnes,3596.310000,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2013,2013,tonnes,3596.310000,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2014,2014,tonnes,3596.310000,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2015,2015,tonnes,3620.285400,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2016,2016,tonnes,3644.260800,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2017,2017,tonnes,3652.252600,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7275,Cropland nutrient flow,2018,2018,tonnes,3652.252600,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,1992,1992,kg/ha,7.819600,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,1993,1993,kg/ha,7.890300,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,1994,1994,kg/ha,7.969900,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,1995,1995,kg/ha,8.048500,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,1996,1996,kg/ha,8.130300,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,1997,1997,kg/ha,8.215500,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,1998,1998,kg/ha,8.294300,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,1999,1999,kg/ha,8.365700,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2000,2000,kg/ha,8.450900,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2001,2001,kg/ha,8.411600,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2002,2002,kg/ha,8.366100,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2003,2003,kg/ha,8.328600,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2004,2004,kg/ha,8.287600,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2005,2005,kg/ha,8.247400,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2006,2006,kg/ha,8.209800,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2007,2007,kg/ha,8.161300,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2008,2008,kg/ha,8.122200,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2009,2009,kg/ha,8.077700,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2010,2010,kg/ha,8.027600,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2011,2011,kg/ha,7.991800,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2012,2012,kg/ha,7.991800,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2013,2013,kg/ha,7.991800,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2014,2014,kg/ha,7.991800,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2015,2015,kg/ha,7.991800,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2016,2016,kg/ha,7.991800,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2017,2017,kg/ha,7.991800,E
154,'807,North Macedonia,5076,Atmospheric Deposition,7276,Cropland nutrient flow per unit area,2018,2018,kg/ha,7.957000,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,1992,1992,tonnes,17677.729000,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,1993,1993,tonnes,13384.348500,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,1994,1994,tonnes,16908.369000,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,1995,1995,tonnes,18397.944000,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,1996,1996,tonnes,14866.068400,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,1997,1997,tonnes,16521.050600,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,1998,1998,tonnes,18011.004200,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,1999,1999,tonnes,17672.785500,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2000,2000,tonnes,15898.186100,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2001,2001,tonnes,13562.367200,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2002,2002,tonnes,14809.931800,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2003,2003,tonnes,13587.977000,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2004,2004,tonnes,18101.727500,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2005,2005,tonnes,17101.836600,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2006,2006,tonnes,16187.734900,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2007,2007,tonnes,13484.415200,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2008,2008,tonnes,16583.649500,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2009,2009,tonnes,16602.976800,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2010,2010,tonnes,15866.935900,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2011,2011,tonnes,15851.917700,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2012,2012,tonnes,13750.965400,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2013,2013,tonnes,15994.593400,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2014,2014,tonnes,17153.206100,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2015,2015,tonnes,14857.066200,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2016,2016,tonnes,17940.594200,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2017,2017,tonnes,13030.306100,E
154,'807,North Macedonia,5077,Crop Removal,7275,Cropland nutrient flow,2018,2018,tonnes,16477.011900,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,1992,1992,kg/ha,26.703500,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,1993,1993,kg/ha,20.187600,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,1994,1994,kg/ha,25.580000,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,1995,1995,kg/ha,28.045600,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,1996,1996,kg/ha,22.592800,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,1997,1997,kg/ha,25.534900,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,1998,1998,kg/ha,28.363800,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,1999,1999,kg/ha,27.919100,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,2000,2000,kg/ha,26.541200,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,2001,2001,kg/ha,22.160700,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,2002,2002,kg/ha,27.274300,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,2003,2003,kg/ha,26.384400,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,2004,2004,kg/ha,35.563300,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,2005,2005,kg/ha,35.116700,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,2006,2006,kg/ha,33.936600,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,2007,2007,kg/ha,28.874600,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,2008,2008,kg/ha,36.051400,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,2009,2009,kg/ha,36.490100,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,2010,2010,kg/ha,35.338400,E
154,'807,North Macedonia,5077,Crop Removal,7276,Cropland nutrient flow per unit area,2011,2011,kg/ha,35.304900,E
